d1xw6a2;28.6;10;33.3;34.8;36.4;43.9;7.7;36.4;41.7;43.8;51.7;40.9;35.3;40.9;41.2;29.4;53.8;18.2;23.1;14.3;47.8;16.7;12.5;18.2;25;0;41.2;25
d2gsta2;28.6;41.7;32.4;45;35.3;41.4;22.2;36.4;17.6;41.5;41.7;40.9;35.3;40.9;0;35.3;45.5;36.4;23.1;38.9;44.4;44;14.3;36.4;25;25;26.7;33.3
d3gtub2;35.7;10;32.6;34.8;25;44.8;27.8;25;41.7;41.5;41.7;0;44.8;20;22.2;34.4;45.2;11.1;33.3;44.8;14.3;27.3;20;33.3;14.3;12.5;29.4;31.2
d1gsua2;12.5;0;42.9;35.3;41.2;38.2;45;36.4;25;44.1;40.9;20;42.3;26.7;33.3;32;52.2;27.3;16.7;38.9;33.3;33.3;25;18.2;25;12.5;30;38.5
d2c4ja2;28.6;0;33.3;30.4;35.3;43.1;22.2;36.4;30;43.1;50;40.9;35.3;48.8;41.2;29.4;51.4;11.1;16.7;38.9;47.8;16.7;28.6;36.4;25;28.6;20;25
d1jlva2;38.5;0;22.2;45.7;8.3;29.4;0;47.2;35;38.7;35.3;30;31.8;25.9;36.4;11.1;33.3;18.2;25;12.5;40.9;35.7;20;28.6;31.2;27.3;30;0
d1gnwa2;33.3;46.5;0;18.2;45.5;43.8;27.8;31.2;31;0;34.6;15;25;35.3;26.7;24.2;25;28.6;33.3;38.2;46.5;33.3;21.4;20;35.3;23.1;25;44.4
d1oyja2;45.7;43.2;36.7;35.7;30;20;37.5;28.6;18.2;37.5;20;33.3;0;37.5;44.4;22.7;27.8;41.7;41.4;12.5;35.7;25;20;35;9.1;35.3;38.1;28.6
d1gwca2;21.4;20;50;25.9;20;46.7;33.3;0;12.5;41.2;36.4;40;35;44.4;16.7;32;38.5;25;44.4;42.3;36.4;37.9;25;33.3;0;38.5;30.4;50
d1pn9a2;25;48.1;35.3;10;43.2;29.4;14.3;45.2;0;41.9;50;30;31.8;9.1;36.4;30;29.2;18.2;25;27.8;40.9;28.6;42.9;35.3;37.5;27.3;30;0
d1v2aa2;14.3;10;43.2;25;38;28.6;47.7;25;11.1;38.9;43.8;33.3;31.2;26.7;30;38.5;42.2;27.8;38.5;0;38.1;36.4;43.8;33.3;0;25;33.3;23.1
d1fw1a2;27.8;45.8;38.1;20;27.8;35.7;0;53.4;0;27.8;21.1;16.7;18.2;40;27.3;37.1;35;43.5;33.3;33.3;28.6;14.3;46.9;16.7;43.3;33.3;37.5;0
d1fova_;28.6;43.6;42.1;40.7;30.8;20;44.8;0;32.6;16.7;0;33.3;38.7;30;40;18.2;42.3;14.3;46.7;53.7;40.7;16.7;0;34.5;50;43.8;20;16.7
d1aw9a2;22.2;16.7;16.7;30;33.3;46.7;38.9;36.8;17.6;26.3;38.2;16.7;18.2;35.7;35.3;6.2;26.7;42.9;38.3;31.2;29.4;28.6;44.2;0;22.2;44;30;0
d1oe8a2;23.5;27.3;23.5;16.7;18.2;36.4;40.7;35;9.1;9.1;16.7;33.3;0;36.8;27.3;20;38.5;40.9;0;29.6;25;36.4;0;37.8;14.3;33.3;27.3;27.8
d1f2ea2;12.5;50;14.3;23.1;20;43.6;50;45;28.6;30.8;48.5;43.8;28;21.4;42.9;25;0;43.9;41.7;23.1;44.7;31.2;41.7;14.3;35.7;30;0;11.1
d1pmta2;18.2;30.8;36.8;35.7;42.6;42.9;33.3;45;40;33.3;42.9;0;18.2;38.9;25;37.5;0;38.6;39;20;40;34.6;40;44.4;45.5;22.2;27.3;0
d1n2aa2;18.2;43.5;33.3;28;20;31.2;44.4;28.6;42.9;40;41.7;33.3;18.2;43.2;12.5;22.2;30;47.3;41;16.7;30;33.3;33.3;33.3;23.8;25;0;20
d1axda2;35.7;14.3;30.8;35.7;47.4;40.7;26.1;36.8;23.5;39;31;36.4;50;30.8;33.3;40;22.2;25;39;30;0;41.2;31.6;44.4;37.5;40;33.3;33.3
d1fhea2;16.7;0;28.2;6.7;40;47.1;31.8;36.4;0;40;16.7;37.1;30.8;31.8;0;20;38.7;0;40;31.2;28.6;0;31.2;43.2;16.7;25;27.3;22.7
d2fhea2;40;25;33.3;20;40.7;48;46.3;36.4;33.3;40;16.7;38.1;38.5;36.4;16.7;0;20;31.2;0;33.3;28.6;14.3;20;18.2;27.3;30.8;8.3;10
d1e6ba2;33.3;42.4;44.4;0;29;38.9;0;22.2;44.2;24;31.6;0;20;41.2;41.2;35.1;9.1;34.8;49.2;12.5;44.4;0;36.4;32;51.5;20;0;0
d1duga2;36.8;25;39.1;41.9;40.7;48;51.2;42.3;44.4;47.1;28.6;40;17.6;37.5;38.5;27.3;11.1;18.2;33.3;44.8;28.6;0;46.7;50;18.2;0;14.3;10
d1ljra2;34.8;38.5;36.8;33.3;38.9;0;0;31.8;40;9.1;39.6;34.1;0;18.2;26.1;30.8;32.5;10;33.3;37.8;35.5;33.3;0;26.7;14.3;11.1;27.3;35.7
d1k3ya2;10;23.5;29.4;27.8;27.3;31.2;27.3;31.2;29.4;42.3;43.2;0;40;27.3;34.5;40.7;12.5;38.1;35;44.4;0;33.3;29.4;26.7;22.2;38.5;0;10
d1glqa2;30.3;38.7;44.9;29.4;20;20;18.8;30;18.2;40;37.5;34.8;41.7;30;21.4;29.4;46.7;40;34.8;33.3;43.8;0;16.7;22.2;14.3;35.7;20;18.2
d1ev4a2;0;42.9;36.4;29.4;39.1;38.5;37.5;29.2;29.4;35.7;31.2;29.4;22.2;22.2;16.7;12.5;25;38.1;31.6;0;12.5;29.4;35.3;23.1;45.8;44.4;25;20
d1ml6a2;0;42.9;36.4;29.4;44;30.8;33.3;29.2;29.4;35.7;31.2;22.2;22.2;27.8;16.7;20;25;38.1;33.3;0;12.5;33.3;35.3;23.1;46.7;22.2;25;20
d1b48a2;28.6;38.9;27.8;23.5;15.4;44.4;29.4;48.3;35.3;39.3;28.6;11.1;40;18.8;42.9;36.4;33.3;15.4;14.3;28.6;40;33.3;41.2;35.3;16.7;30.8;33.3;40
d1gula2;38.5;33.3;35;29.4;33.3;45;30;35.3;29.4;22.2;34.6;33.3;46.2;12.5;0;40;16.7;30;14.3;12.5;0;33.3;27.3;0;28.6;30.8;14.3;16.7
d1iloa_;38.9;36.4;31.2;29.4;55.1;51.2;37.5;18.2;35;47.8;36.4;43.5;48;11.1;40.9;25;25;46.7;41.2;35.4;18.2;47.1;31.6;32;40.7;43.4;34.6;22.2
d1tu7a2;11.1;20;32.1;28;31.6;31.6;38.9;40;28.6;40.7;41.7;35.3;36;14.3;27.3;33.3;37.5;12.5;36.8;37.5;20;0;33.3;10;40.9;25;0;20
d2a2ra2;0;44.8;42;29.4;44.4;42.3;18.8;30;12.5;18.2;43.5;0;44.2;30;20;0;40;40;25;31.6;25;0;16.7;26.7;0;35.7;50;18.2
d1tw9a2;40;25;41.2;35.3;45.2;37.5;14.3;22.2;11.8;33.3;43.8;20;42.9;33.3;29.4;14.3;0;30;37.5;30;21.4;14.3;33.3;40;39.1;28.6;0;42.3
d1m0ua2;18.2;31;35.3;29.4;35.5;39.1;42.9;30;27.3;11.1;31.8;46.2;42.1;30;16.7;37.5;23.5;18.8;25;45.5;33.3;40;42.1;34.1;47.2;25;0;40
d2gsra2;14.3;37.9;47.8;29.4;27.3;42.1;18.8;33.3;12.5;36.8;36.4;15.4;42.1;50;0;29.4;36.4;48.6;25;0;37.5;47.8;16.7;27.3;23.1;35.7;50;43.5
d1h75a_;20;20;0;40;35.7;0;25;22.2;12.5;0;28.6;22.2;39.1;35.7;25;8.3;34.6;0;48.7;14.3;33.3;14.3;30.8;40;28.6;33.3;45.6;43.5
d1g7oa2;20;35.9;32;18.8;37.5;11.1;11.1;33.3;0;28.6;25;0;33.3;35.3;34.5;0;51.9;37.9;25;48;44.1;40;25;16.7;54.5;25;39.5;38.9
d1nhya2;27.8;50;12.5;30.4;33.3;38.9;30;0;45;38.9;38.2;44;26.7;20;33.3;38.1;26.9;35.3;0;25;47.8;33.3;47.5;22.2;42.9;36.8;43.9;45.2
d1pd212;30.8;25;45;16.7;18.2;41.2;44.4;29.2;33.3;33.3;30;38.5;44.4;0;38.9;35.7;28.6;48.8;14.3;33.3;16.7;35.7;36.4;40.9;34.8;22.2;41.7;26.3
d2gsqa2;40;33.3;48.6;26.7;0;9.1;38.9;18.2;12.5;45.5;28.6;36;36.8;35.3;27.8;21.4;22.2;36.4;33.3;51.5;40;31.2;46.2;38.9;0;25;10;38.1
d1ttza_;31.6;27.8;14.3;43.5;0;0;33.3;37.5;41.7;32.4;15.4;16.7;38.5;20;30.8;30.8;30;31.2;0;40.9;29.4;46.7;36.8;22.2;40;42.1;45.5;12.5
d2cvda2;30.8;25;45;16.7;45.5;0;44.4;40;22.2;22.2;25;22.2;44.4;40;27.8;22.2;38.5;41;14.3;30.8;16.7;35.7;42.9;44.4;37.9;11.1;36;10
d1nm3a1;33.3;12.5;42.9;14.3;36.4;44.4;37.5;33.3;25;27.8;16.7;25;50;0;37.5;30.8;38.7;36;8.3;28.6;53.8;22.2;25;0;50;21.4;35;40.7
d1r7ha_;14.3;30;45.5;16.7;35.3;38.5;38.9;22.2;0;35.3;43.3;41.7;28.6;44.4;33.3;25;33.3;41;59;35.7;8.3;39.3;38.5;40.9;14.3;30;46.8;30
d1rk4a2;38.5;41.7;41.7;31.6;35.7;23.1;25;21.4;36.4;23.1;0;31.6;40;40.7;34.4;12.5;14.3;0;14.3;42.3;0;35;10;35.3;0;46.2;14.3;39.1
